"user_agent","model_device","counts"
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; 6S Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","6s",735
"Mozilla/5.0 (Linux; Android 5.1; N5 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","n5",734
"Mozilla/5.0 (Linux; Android 4.4.2; 5038E Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","5038e",733
"Mozilla/5.0 (Linux; Android 4.4.2; TWZ Y1 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","twz y1",731
"Mozilla/5.0 (Linux; Android 5.0.2; SM-G920 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-g920",730
"Mozilla/5.0 (Linux; U; Android 4.2.1; th-th; IQ9.1A Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","iq9.1a",726
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; MediaPad X1 7.0 Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 [FB_IAB/FB4A;FBAV/92.0.0.16.72;]","mediapad x1 7.0",725
"Mozilla/5.0 (Linux; Android 4.2.2; ALCATEL ONE TOUCH 7047D Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36","alcatel one touch 7047d",723
"Mozilla/5.0 (Linux; Android 4.4.3; 1512V3 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","1512v3",722
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-mobile i-STYLE 2.5 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile i-style 2.5",718
"Mozilla/5.0 (Linux; Android 4.2.2; HUAWEI G730-U27 Build/HuaweiG730-U27) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","g730-u27",717
"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo S920 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.141 Mobile Safari/537.36","lenovo s920",716
"Mozilla/5.0 (Linux; Android 4.4.2; ZYQ Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","zyq",714
"Mozilla/5.0 (Linux; Android 5.1; ZTE T620 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","zte t620",705
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-N9208 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36","sm-n9208",704
"Mozilla/5.0 (Linux; Android 4.4.4; SM-N910F Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","sm-n910f",702
"Mozilla/5.0 (Linux; Android 4.4.2; i-mobile i-STYLE 2.7 Build/i-mobileAW268P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","i-mobile i-style 2.7",701
"Mozilla/5.0 (Linux; Android 4.4.3; I552 mango(S) Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","i552 mango(s)",700
"Mozilla/5.0 (Linux; Android 5.1; idea Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","idea",699
"Mozilla/5.0 (Linux; Android 5.1.1; C5502 Build/10.7.A.0.222) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","c5502",698
"Mozilla/5.0 (Linux; Android 5.0.2; LG-V490 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/34.0.1847.118 Safari/537.36","lg v490",698
"Mozilla/5.0 (Linux; Android 5.1; N3 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","n3",695
"Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; NOKIA; Lumia 930) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Mobile Safari/537.36 Edge/14.14393","lumia 930) applewebkit/537.36 (khtml, like",685
"Mozilla/5.0 (Linux; Android 4.2.2; C2104 Build/15.3.A.1.14) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","c2104",684
"Mozilla/5.0 (Linux; U; Android 4.2.1; th-th; i-mobile IQ 6.2 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile iq 6.2",679
"Mozilla/5.0 (Linux; Android 5.0; K00Z Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Safari/537.36","k00z",677
"Mozilla/5.0 (Linux; Android 4.4.3; T11 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","t11",670
"Mozilla/5.0 (Linux; U; Android 4.1.2; th-th; i-mobile IQ 5.1A Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile iq 5.1a",669
"Mozilla/5.0 (Linux; U; Android 4.4.2 en-us; Nexus One Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Cool Browser/1.7 Mobile Safari/533.1","nexus one",668
"Mozilla/5.0 (Linux; Android 4.4.4; A-203 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/86.0.0.19.69;]","a-203",667
"Mozilla/5.0 (Linux; Android 5.1; I502 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.105 Mobile Safari/537.36","i502",667
"Mozilla/5.0 (Linux; Android 5.1.1; Mi-4c Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/92.0.0.16.72;]","mi-4c",663
"Mozilla/5.0 (Linux; Android 4.4.2; Lady Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lady",661
"Mozilla/5.0 (Linux; Android 5.1; Typhoon-T2 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36","typhoon-t2",658
"Mozilla/5.0 (Linux; Android 5.1; ASUS_Z00YD Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","asus z00yd",648
"Mozilla/5.0 (Linux; Android 4.4.4; HM NOTE 1LTE Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","hm note 1lte",645
"Mozilla/5.0 (Linux; Android 6.0.1; Moto G (4) Build/MPJ24.139-48) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","moto g (4)",644
"Mozilla/5.0 (Linux; Android 4.4.2; SM-T331 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Safari/537.36","sm-t331",638
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; IPHONE 6 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","iphone 6",635
"Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 830) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Mobile Safari/537.36 Edge/13.10586","lumia 830) applewebkit/537.36 (khtml, like",635
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; HUAWEI Y511-U251 Build/HUAWEIY511-U251) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 [FB_IAB/FB4A;FBAV/80.0.0.21.65;]","y511-u251",626
"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 6 Build/MOB30W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36","nexus 6",625
"Mozilla/5.0 (Linux; Android 5.1; N7+ Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/91.0.0.17.68;]","n7+",624
"Mozilla/5.0 (Linux; U; Android 4.1.1; th-th; TRUE BEYOND TAB 3G Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","true beyond tab 3g",622
"Mozilla/5.0 (Linux; U; Android 4.1.1; th-th; i-mobile i-style 7.1 Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile i-style 7.1",617
"Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; ALCATEL ONE TOUCH 7041D Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.2 Mobile Safari/534.30","alcatel one touch 7041d",615
"Mozilla/5.0 (Linux; Android 5.1.1; T01 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","t01",614
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-mobile IQ X3A Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile iq x3a",611
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-mobile i-STYLE 8.1 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile i-style 8.1",608
"Mozilla/5.0 (Linux; U; Android 4.3; th-th; i-mobile IQ X Slim 2 Build/JLS36C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile iq x slim 2",607
"Mozilla/5.0 (Linux; Android 4.4.2; Bluesea Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.135 Safari/537.36","bluesea",605
"Mozilla/5.0 (Linux; Android 4.2.2; Lenovo A316i Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lenovo a316i",596
"Mozilla/5.0 (Linux; Android 4.4.2; ZTE V811W Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","zte v811w",589
"Mozilla/5.0 (Linux; Android 4.4.2; TWZ A55 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/90.0.0.20.70;]","twz a55",584
"Mozilla/5.0 (Linux; Android 4.4.2; HTC_Desire_816G_dual_sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","htc_desire_816g_dual_sim",580
"Mozilla/5.0 (Linux; Android 4.4.2; ZTE V993W Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.135 Mobile Safari/537.36","zte v993w",575
"Mozilla/5.0 (Linux; Android 4.2.2; Lenovo A850 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lenovo a850",574
"Mozilla/5.0 (Linux; Android 6.0.1; HTC One_E8 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.2704.81 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/91.0.0.17.68;]","htc one_e8",572
"Mozilla/5.0 (Linux; Android 6.0; MotoG3-TE Build/MPD24.65-33) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","motog3-te",568
"Mozilla/5.0 (Linux; Android 4.4.2; HUAWEI Y520-U33 Build/HUAWEIY520-U33) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.91 Mobile Safari/537.36","y520-u33",566
"Mozilla/5.0 (Linux; Android 4.4.2; SM-G900I Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","sm-g900i",565
"Mozilla/5.0 (Linux; Android 6.0; F3216 Build/36.0.B.1.100) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","f3216",560
"Mozilla/5.0 (Linux; Android 4.2.1; i-mobile IQ XA Build/JOP40D) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.58 Mobile Safari/537.31","i-mobile iq xa",559
"Mozilla/5.0 (Linux; Android 4.4.2; i-mobile i-STYLE 211 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","i-mobile i-style 211",558
"Mozilla/5.0 (Linux; Android 4.4.3; AD-552 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","ad-552",551
"Mozilla/5.0 (Linux; Android 6.0; MESSI 2 4G Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","messi 2 4g",550
"Mozilla/5.0 (Linux; Android 5.1; N7 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","n7",550
"Mozilla/5.0 (Linux; Android 4.4.2; SHV-E300S Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","shv-e300s",548
"Mozilla/5.0 (Linux; Android 5.1; T3 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","t3",539
"Mozilla/5.0 (Linux; Android 4.3; C1905 Build/15.4.A.1.9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","c1905",538
"Mozilla/5.0 (Linux; Android 4.4.2; SUNSET Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36","sunset",534
"Mozilla/5.0 (Linux; Android 5.1; X-CITE MAX Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","x-cite max",534
"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.509 Safari/537.36","nexus 7",532
"Mozilla/5.0 (Linux; U; Android 4.2.1; th-th; i-mobile IQX BLIZ (IQ 1059) Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile iqx bliz (iq 1059)",531
"Mozilla/5.0 (Linux; Android 5.1; X-CITE PREMIER Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36","x-cite premier",530
"Mozilla/5.0 (Linux; Android 5.1; Daimon1 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","daimon1",529
"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 6P Build/MTC20F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","nexus 6p",529
"Mozilla/5.0 (Linux; Android 4.2.1; i-mobile IQ X Build/JOP40D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","i-mobile iq x",528
"Mozilla/5.0 (Linux; Android 6.0; Lenovo TB3-850M Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Safari/537.36","lenovo tb3-850m",526
"Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; T14 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.5.809 U3/0.8.0 Mobile Safari/534.30","t14",525
"Mozilla/5.0 (Linux; Android 5.0; 6S Plus Build/iOS9.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","6s plus",524
"Mozilla/5.0 (Linux; Android 5.0.2; HTC One max Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/89.0.0.17.70;]","htc one max",524
"Mozilla/5.0 (Linux; Android 4.4.2; G9200 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","g9200",521
"Mozilla/5.0 (Linux; Android 4.4.2; HTC One mini Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","htc one mini",518
"Mozilla/5.0 (Linux; Android 4.4.3; I-401 Plus one Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","i-401 plus one",517
"Mozilla/5.0 (Linux; Android 5.1; T5 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","t5",517
"Mozilla/5.0 (Linux; U; Android 2.3.6; th-th; GT-I8160 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1","gt-i8160",515
"Mozilla/5.0 (Linux; Android 4.4.2; SHV-E330S Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/90.0.0.20.70;]","shv-e330s",515
"Mozilla/5.0 (Linux; U; Android 4.0.4; th-th; GT-N8000 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","gt-n8000",512
"Mozilla/5.0 (Linux; Android 4.4.2; IDEA SELFIE Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","idea selfie",510
"Mozilla/5.0 (Linux; Android 4.4.2; HP Slate 6 Voice Tab Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","hp slate 6 voice tab",509
"Mozilla/5.0 (Linux; Android 4.4.2; SENS5 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","sens5",509
"Mozilla/5.0 (Linux; Android 5.1; X-CITE-GORILLA-DIAMOND Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","x-cite-gorilla-diamond",508
"Mozilla/5.0 (Linux; Android 4.2.2; IQX KEN Build/102.1.0a60) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","iqx ken",507
"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo S820 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lenovo s820",507
"Mozilla/5.0 (Linux; U; Android 4.1.2; th-th; i-mobile i-style 8 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile i-style 8",502
"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910G Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/93.0.0.13.69;]","sm-n910g",502
"Mozilla/5.0 (Linux; Android 4.2.2; Lenovo A516 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36","lenovo a516",498
"Mozilla/5.0 (Linux; Android 6.0; XT1572 Build/MPHS24.49-20-4; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/93.0.0.13.69;]","xt1572",498
"Mozilla/5.0 (Linux; Android 5.1; A3000 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/89.0.0.17.70;]","a3000",495
"Mozilla/5.0 (Linux; Android 5.1; V5a-5.5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","v5a-5.5",494
"Mozilla/5.0 (Linux; Android 5.1; Daimon5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","daimon5",492
"Mozilla/5.0 (Linux; Android 5.1; V5 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","v5",492
"Mozilla/5.0 (Linux; Android 5.1; N14 edge Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36","n14 edge",489
"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; Microsoft; Lumia 535) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537","lumia 535)",488
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-mobile i-STYLE 7.3A Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile i-style 7.3a",487
"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo S660 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/83.0.0.20.71;]","lenovo s660",487
"Mozilla/5.0 (Linux; Android 5.1; GRAND MAX PLUS Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","grand max plus",486
"Mozilla/5.0 (Linux; Android 5.1.1; i-mobile IQ Z PRO Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/86.0.0.19.69;]","i-mobile iq z pro",486
"Mozilla/5.0 (Linux; Android 4.4.2; K00R Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36","k00r",486
"Mozilla/5.0 (Linux; Android 5.1; T04 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36","t04",483
"Mozilla/5.0 (Linux; Android 6.0.1; SM-T715Y Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Safari/537.36 [FB_IAB/FB4A;FBAV/90.0.0.20.70;]","sm-t715y",478
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-mobile i-STYLE 2.9 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile i-style 2.9",475
"Mozilla/5.0 (Linux; Android 5.1; APLUS P9 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","aplus p9",474
"Mozilla/5.0 (Linux; Android 5.1; 5015E Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","5015e",471
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; Messi No.1 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30[FBAN/EMA;FBLC/th_TH;FBAV/14.0.0.10.153;]","messi no.1",470
"Mozilla/5.0 (Linux; Android 5.1; N6 Plus+ Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/92.0.0.16.72;]","n6 plus+",470
"Mozilla/5.0 (Linux; Android 5.0; RAINBOW LITE Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","rainbow lite",469
"Mozilla/5.0 (Linux; Android 6.0.1; D6603 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","d6603",468
"Mozilla/5.0 (Linux; Android 4.1.2; Lenovo A706_ROW Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36","lenovo a706_row",467
"Mozilla/5.0 (Linux; Android 4.4.2; S55 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/86.0.0.19.69;]","s55",467
"Mozilla/5.0 (Linux; Android 6.0.1; E5803 Build/32.2.A.0.253) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","e5803",464
"Mozilla/5.0 (Linux; Android 5.0.2; A12 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","a12",462
"Mozilla/5.0 (Linux; Android 5.1.1; D2403 Build/18.6.A.0.182) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","d2403",461
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; GT-I9060 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","gt-i9060",458
"Mozilla/5.0 (Linux; U; Android 4.2.1; th-th; i-mobile IQ X2 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile iq x2",457
"Mozilla/5.0 (Linux; Android 4.4.2; jpad_Omega_Tab_DTV701 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36 [FB_IAB/FB4A;FBAV/93.0.0.13.69;]","jpad_omega_tab_dtv701",457
"Mozilla/5.0 (Linux; Android 5.1; N9plus Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","n9plus",457
